mission_id,agency,mission_type,launch_date,cost_million_usd,payload_type,destination,status
343,CNSA,Lunar,1983-05-23,485,Space Telescope,Mars,Success
344,Roscosmos,Lunar,2015-11-09,1001,Crewed,Asteroid Belt,Failure
345,NASA,Deep Space,1988-09-05,1835,Crewed,Deep Space,Partial Success
346,SpaceX,Satellite Deployment,2009-12-06,62,Satellite,Moon,Failure
347,Virgin Galactic,Satellite Deployment,1988-07-27,3419,Rover,Low Earth Orbit,Failure
348,Blue Origin,Satellite Deployment,1991-06-18,4373,Scientific Probe,Asteroid Belt,Failure
349,SpaceX,Satellite Deployment,1993-04-21,208,Scientific Probe,Deep Space,Success
350,ESA,Asteroid Mining,1987-05-28,3611,Satellite,Deep Space,Success
351,CNSA,Satellite Deployment,1977-07-22,1540,Scientific Probe,Mars,Success
352,Virgin Galactic,Lunar,2011-10-04,4823,Cargo,Moon,Partial Success
353,NASA,Mars,1962-02-01,1319,Satellite,Moon,Success
354,Virgin Galactic,Orbital,1989-02-13,672,Satellite,Deep Space,Success
355,CNSA,Asteroid Mining,2009-09-02,4713,Satellite,Low Earth Orbit,Partial Success
356,Blue Origin,Satellite Deployment,1985-04-04,1450,Space Telescope,Mars,Success
357,Roscosmos,Orbital,2008-03-19,3449,Rover,Asteroid Belt,Failure
358,ESA,Asteroid Mining,1973-01-12,4838,Crewed,Deep Space,Failure
359,Blue Origin,Space Tourism,2024-12-03,2135,Cargo,Moon,Partial Success
360,CNSA,Satellite Deployment,2010-11-21,95,Rover,Mars,Success
361,Virgin Galactic,Asteroid Mining,1957-08-25,1384,Space Telescope,Deep Space,Success
362,Virgin Galactic,Orbital,1957-10-02,927,Satellite,Deep Space,Failure
363,Roscosmos,Orbital,2006-06-06,633,Crewed,Mars,Partial Success
364,NASA,Lunar,2013-04-09,1636,Satellite,Moon,Partial Success
365,ISRO,Mars,2009-04-23,280,Rover,Low Earth Orbit,Success
366,ESA,Asteroid Mining,1957-07-12,2580,Scientific Probe,Moon,Failure
367,CNSA,Satellite Deployment,1967-06-09,4812,Satellite,Deep Space,Partial Success
368,ISRO,Satellite Deployment,2014-06-25,2805,Crewed,Asteroid Belt,Success
369,CNSA,Space Tourism,1993-01-24,986,Satellite,Mars,Failure
370,ISRO,Space Tourism,1986-10-14,3456,Cargo,Moon,Success
371,Virgin Galactic,Mars,1969-03-11,4477,Crewed,Moon,Failure
372,SpaceX,Space Tourism,2006-02-17,2803,Scientific Probe,Low Earth Orbit,Failure
373,NASA,Satellite Deployment,1977-11-07,2708,Rover,Deep Space,Success
374,Virgin Galactic,Space Tourism,1989-10-04,2898,Space Telescope,Mars,Failure
375,NASA,Satellite Deployment,2005-06-02,2840,Cargo,Mars,Failure
376,ESA,Lunar,1992-05-12,2071,Scientific Probe,Asteroid Belt,Failure
377,NASA,Asteroid Mining,2008-12-24,1320,Space Telescope,Moon,Failure
378,ISRO,Space Tourism,1967-05-19,1709,Space Telescope,Low Earth Orbit,Partial Success
379,ESA,Orbital,1961-08-13,503,Rover,Asteroid Belt,Partial Success
380,Blue Origin,Space Tourism,2024-08-01,3404,Rover,Asteroid Belt,Partial Success
381,Virgin Galactic,Lunar,2020-06-06,4133,Space Telescope,Low Earth Orbit,Failure
382,SpaceX,Space Tourism,2019-04-21,4887,Space Telescope,Moon,Success
383,CNSA,Asteroid Mining,1980-07-24,4360,Rover,Asteroid Belt,Partial Success
384,ISRO,Orbital,2002-03-28,1912,Cargo,Low Earth Orbit,Partial Success
385,CNSA,Mars,1996-10-27,2799,Scientific Probe,Low Earth Orbit,Failure
386,ISRO,Mars,2003-04-21,656,Space Telescope,Mars,Success
387,CNSA,Space Tourism,1981-07-25,3945,Crewed,Moon,Partial Success
388,CNSA,Asteroid Mining,2024-10-12,3184,Scientific Probe,Moon,Partial Success
389,CNSA,Satellite Deployment,1975-01-07,3971,Space Telescope,Deep Space,Success
390,CNSA,Mars,2013-03-24,1071,Crewed,Asteroid Belt,Partial Success
391,SpaceX,Lunar,1984-02-12,2788,Crewed,Mars,Failure
392,Virgin Galactic,Satellite Deployment,2018-03-03,2842,Rover,Low Earth Orbit,Success
393,ESA,Deep Space,1964-03-12,1246,Space Telescope,Moon,Failure
394,Blue Origin,Space Tourism,2024-09-16,2810,Rover,Moon,Failure
395,Blue Origin,Mars,1997-04-07,369,Scientific Probe,Low Earth Orbit,Success
396,NASA,Asteroid Mining,1979-04-07,4186,Cargo,Asteroid Belt,Success
397,ESA,Orbital,1987-04-09,3240,Space Telescope,Mars,Success
398,CNSA,Deep Space,1981-08-03,1598,Space Telescope,Low Earth Orbit,Failure
399,ISRO,Lunar,1995-09-08,4248,Rover,Low Earth Orbit,Success
400,CNSA,Deep Space,1973-08-28,3028,Cargo,Asteroid Belt,Success
401,ISRO,Mars,1970-07-22,3164,Rover,Deep Space,Failure
402,SpaceX,Asteroid Mining,1959-01-05,3928,Cargo,Deep Space,Success
403,CNSA,Orbital,2019-06-22,3141,Space Telescope,Asteroid Belt,Success
404,Virgin Galactic,Deep Space,2009-10-09,3808,Scientific Probe,Asteroid Belt,Success
405,Blue Origin,Deep Space,1994-12-02,457,Scientific Probe,Low Earth Orbit,Failure
406,Blue Origin,Orbital,1983-11-03,2076,Crewed,Moon,Partial Success
407,ISRO,Asteroid Mining,1974-01-19,2460,Space Telescope,Low Earth Orbit,Partial Success
408,Virgin Galactic,Mars,1979-10-17,75,Satellite,Moon,Partial Success
409,ESA,Deep Space,2009-08-03,4875,Rover,Asteroid Belt,Partial Success
410,NASA,Lunar,2015-10-10,345,Satellite,Low Earth Orbit,Partial Success
411,CNSA,Lunar,1960-04-19,2290,Satellite,Low Earth Orbit,Success
412,SpaceX,Mars,2004-07-24,3361,Rover,Mars,Partial Success
413,ISRO,Orbital,1999-11-18,636,Cargo,Mars,Success
414,Virgin Galactic,Satellite Deployment,1963-01-06,4399,Rover,Mars,Success
415,NASA,Orbital,1996-12-11,4611,Rover,Asteroid Belt,Success
416,ISRO,Lunar,2013-04-15,3148,Satellite,Asteroid Belt,Success
417,SpaceX,Orbital,1967-06-15,606,Crewed,Mars,Partial Success
418,Roscosmos,Deep Space,2013-11-27,3560,Space Telescope,Asteroid Belt,Partial Success
419,NASA,Deep Space,1991-10-18,777,Satellite,Low Earth Orbit,Failure
420,Virgin Galactic,Mars,1997-05-13,2748,Scientific Probe,Mars,Failure
421,Blue Origin,Mars,1959-04-12,3555,Scientific Probe,Mars,Failure
422,Roscosmos,Orbital,1974-12-04,3439,Scientific Probe,Asteroid Belt,Partial Success
423,Roscosmos,Satellite Deployment,2019-09-20,3711,Satellite,Low Earth Orbit,Failure
424,CNSA,Satellite Deployment,2004-08-05,4668,Space Telescope,Low Earth Orbit,Partial Success
425,NASA,Satellite Deployment,1993-08-02,3502,Space Telescope,Moon,Success
426,NASA,Lunar,1993-03-14,558,Rover,Deep Space,Success
427,NASA,Lunar,2011-04-27,1304,Cargo,Moon,Partial Success
428,Virgin Galactic,Space Tourism,1994-02-06,303,Crewed,Deep Space,Failure
429,ESA,Space Tourism,2000-02-07,4529,Scientific Probe,Asteroid Belt,Success
430,ESA,Orbital,2022-08-26,2615,Satellite,Moon,Success
431,Virgin Galactic,Orbital,1962-09-11,1682,Satellite,Mars,Partial Success
432,Virgin Galactic,Mars,1982-09-06,2938,Space Telescope,Mars,Success
433,ISRO,Deep Space,1979-01-10,2842,Crewed,Mars,Failure
434,Virgin Galactic,Asteroid Mining,2007-06-01,3813,Crewed,Moon,Partial Success
435,SpaceX,Space Tourism,1990-04-16,2259,Satellite,Deep Space,Success
436,NASA,Asteroid Mining,1998-07-26,971,Cargo,Deep Space,Failure
437,ISRO,Orbital,1997-08-17,1333,Space Telescope,Moon,Partial Success
438,Virgin Galactic,Mars,1977-03-28,4053,Space Telescope,Deep Space,Partial Success
439,CNSA,Lunar,2003-03-09,4310,Crewed,Moon,Success
440,NASA,Space Tourism,2007-03-25,3008,Rover,Deep Space,Success
441,ESA,Orbital,1992-08-15,4143,Space Telescope,Asteroid Belt,Success
442,Blue Origin,Deep Space,1958-06-18,3592,Cargo,Asteroid Belt,Partial Success
443,NASA,Orbital,2016-01-22,847,Scientific Probe,Asteroid Belt,Success
444,Roscosmos,Deep Space,2009-02-23,4300,Rover,Moon,Success
445,NASA,Satellite Deployment,1961-05-26,2758,Scientific Probe,Low Earth Orbit,Failure
446,Blue Origin,Mars,2015-07-25,2538,Satellite,Low Earth Orbit,Success
447,SpaceX,Space Tourism,2024-10-02,2409,Satellite,Mars,Failure
448,Roscosmos,Satellite Deployment,1996-08-03,668,Scientific Probe,Low Earth Orbit,Partial Success
449,ESA,Orbital,2009-04-02,3988,Scientific Probe,Deep Space,Failure
450,ESA,Mars,2010-05-19,2706,Satellite,Asteroid Belt,Failure
451,Virgin Galactic,Lunar,1967-05-03,4565,Crewed,Asteroid Belt,Success
452,Roscosmos,Satellite Deployment,1959-10-05,2184,Rover,Deep Space,Success
453,NASA,Deep Space,1967-06-11,3901,Cargo,Mars,Partial Success
454,Virgin Galactic,Orbital,1993-07-09,512,Scientific Probe,Low Earth Orbit,Failure
455,ISRO,Deep Space,1986-01-22,2415,Satellite,Moon,Partial Success
456,ISRO,Deep Space,1957-03-23,1209,Space Telescope,Deep Space,Partial Success
457,ESA,Satellite Deployment,1968-07-08,3607,Rover,Moon,Failure
458,CNSA,Deep Space,1985-07-15,1200,Space Telescope,Low Earth Orbit,Failure
459,CNSA,Satellite Deployment,1980-05-24,1230,Crewed,Deep Space,Failure
460,Roscosmos,Mars,2004-04-07,3643,Scientific Probe,Low Earth Orbit,Partial Success
461,ESA,Asteroid Mining,1968-03-14,3206,Rover,Low Earth Orbit,Partial Success
462,SpaceX,Space Tourism,1988-04-10,435,Space Telescope,Asteroid Belt,Failure
463,Roscosmos,Orbital,1964-03-08,838,Satellite,Deep Space,Partial Success
464,ISRO,Satellite Deployment,1983-08-01,1120,Crewed,Mars,Success
465,Virgin Galactic,Lunar,2010-01-16,3542,Crewed,Moon,Partial Success
466,Roscosmos,Mars,1998-05-19,4230,Space Telescope,Low Earth Orbit,Partial Success
467,Roscosmos,Deep Space,2007-01-09,538,Space Telescope,Mars,Success
468,ESA,Space Tourism,1982-11-27,2349,Space Telescope,Mars,Success
469,ISRO,Satellite Deployment,2014-06-22,760,Scientific Probe,Mars,Failure
470,CNSA,Space Tourism,1967-09-06,3659,Satellite,Asteroid Belt,Success
471,ISRO,Space Tourism,1968-01-22,4795,Crewed,Low Earth Orbit,Success
472,ESA,Orbital,2019-02-24,4841,Space Telescope,Low Earth Orbit,Failure
473,Blue Origin,Asteroid Mining,1965-06-28,4790,Scientific Probe,Asteroid Belt,Failure
474,Roscosmos,Lunar,2020-10-14,2807,Crewed,Deep Space,Partial Success
475,NASA,Orbital,1975-05-13,3941,Cargo,Deep Space,Failure
476,NASA,Space Tourism,1961-10-21,1466,Scientific Probe,Mars,Success
477,Roscosmos,Deep Space,1990-04-28,4305,Cargo,Moon,Success
478,Blue Origin,Asteroid Mining,1997-12-20,3549,Space Telescope,Deep Space,Failure
479,NASA,Deep Space,1993-01-23,934,Satellite,Low Earth Orbit,Failure
480,ISRO,Mars,1988-02-28,4178,Satellite,Deep Space,Partial Success
481,Roscosmos,Satellite Deployment,1973-02-26,1203,Crewed,Asteroid Belt,Success
482,Blue Origin,Asteroid Mining,1989-02-25,1575,Satellite,Deep Space,Partial Success
483,NASA,Space Tourism,1963-10-28,4430,Crewed,Mars,Partial Success
484,Virgin Galactic,Asteroid Mining,2013-08-21,2622,Scientific Probe,Moon,Failure
485,NASA,Orbital,1958-10-25,1995,Crewed,Moon,Partial Success
486,CNSA,Orbital,2018-11-02,1019,Space Telescope,Moon,Partial Success
487,Virgin Galactic,Lunar,2019-08-26,4300,Crewed,Low Earth Orbit,Partial Success
488,CNSA,Mars,1966-06-07,668,Crewed,Low Earth Orbit,Failure
489,ESA,Deep Space,2010-01-19,3915,Scientific Probe,Mars,Failure
490,CNSA,Satellite Deployment,1999-04-15,1527,Satellite,Moon,Partial Success
491,ISRO,Mars,2010-03-05,3554,Crewed,Deep Space,Partial Success
492,SpaceX,Orbital,1988-06-04,4160,Scientific Probe,Deep Space,Failure
493,NASA,Space Tourism,1976-06-03,4319,Cargo,Asteroid Belt,Partial Success
494,CNSA,Satellite Deployment,2002-06-09,1070,Space Telescope,Asteroid Belt,Partial Success
495,ESA,Lunar,2014-03-13,3592,Satellite,Deep Space,Failure
496,CNSA,Orbital,1992-12-05,4667,Crewed,Asteroid Belt,Success
497,NASA,Mars,1962-09-08,4577,Satellite,Asteroid Belt,Partial Success
498,ISRO,Orbital,1982-05-10,828,Cargo,Mars,Success
499,Blue Origin,Space Tourism,1979-06-20,3719,Satellite,Mars,Success
500,ESA,Mars,1996-05-16,3217,Satellite,Asteroid Belt,Failure
501,Virgin Galactic,Asteroid Mining,2013-05-03,797,Cargo,Asteroid Belt,Partial Success
502,NASA,Orbital,1984-02-26,907,Crewed,Deep Space,Partial Success
503,NASA,Lunar,1980-10-27,586,Satellite,Low Earth Orbit,Success
504,ISRO,Mars,1995-05-26,4271,Scientific Probe,Mars,Failure
505,Virgin Galactic,Deep Space,1986-02-21,192,Scientific Probe,Asteroid Belt,Partial Success
506,Virgin Galactic,Asteroid Mining,1970-08-27,1989,Satellite,Moon,Partial Success
507,Blue Origin,Orbital,1981-02-21,2361,Rover,Deep Space,Success
508,ESA,Lunar,1981-04-10,4729,Cargo,Deep Space,Failure
509,ISRO,Mars,2006-08-08,1415,Rover,Asteroid Belt,Failure
510,CNSA,Space Tourism,1963-10-07,3750,Rover,Asteroid Belt,Partial Success
511,ISRO,Space Tourism,1989-10-16,3678,Crewed,Mars,Partial Success
512,CNSA,Space Tourism,1990-02-18,1780,Cargo,Moon,Partial Success
513,Virgin Galactic,Orbital,1988-08-05,62,Crewed,Deep Space,Success
514,CNSA,Satellite Deployment,1999-10-28,4439,Crewed,Moon,Partial Success
515,ISRO,Space Tourism,1974-12-18,2873,Scientific Probe,Low Earth Orbit,Failure
516,Virgin Galactic,Satellite Deployment,2003-04-06,3378,Cargo,Low Earth Orbit,Partial Success
517,ISRO,Deep Space,1977-11-12,3520,Cargo,Moon,Success
518,CNSA,Orbital,2010-05-27,579,Rover,Moon,Partial Success
519,ESA,Asteroid Mining,1964-10-03,4778,Rover,Deep Space,Success
520,CNSA,Deep Space,1968-02-21,4485,Space Telescope,Low Earth Orbit,Partial Success
521,ISRO,Space Tourism,2005-05-08,1483,Scientific Probe,Asteroid Belt,Partial Success
522,ISRO,Mars,1994-04-28,4650,Space Telescope,Moon,Partial Success
523,Roscosmos,Mars,2008-08-03,4788,Space Telescope,Low Earth Orbit,Success
524,Blue Origin,Asteroid Mining,2021-01-05,4043,Rover,Low Earth Orbit,Failure
525,Blue Origin,Deep Space,1982-05-19,1514,Space Telescope,Moon,Partial Success
526,SpaceX,Lunar,2024-09-15,4562,Space Telescope,Low Earth Orbit,Failure
527,ISRO,Space Tourism,1984-08-11,1906,Rover,Moon,Success
528,NASA,Mars,1964-12-04,4676,Cargo,Asteroid Belt,Partial Success
529,Virgin Galactic,Asteroid Mining,1990-10-16,890,Space Telescope,Mars,Failure
530,NASA,Lunar,1958-10-15,2442,Cargo,Deep Space,Success
531,ISRO,Space Tourism,2018-12-25,2651,Crewed,Asteroid Belt,Success
532,SpaceX,Orbital,1974-06-14,460,Rover,Mars,Partial Success
533,Virgin Galactic,Satellite Deployment,1992-03-26,711,Crewed,Asteroid Belt,Partial Success
534,ESA,Space Tourism,1959-11-07,4676,Rover,Asteroid Belt,Failure
535,Virgin Galactic,Orbital,1972-09-02,3299,Crewed,Asteroid Belt,Failure
536,Blue Origin,Satellite Deployment,2007-02-15,4748,Rover,Moon,Partial Success
537,CNSA,Mars,1968-07-15,1335,Satellite,Mars,Partial Success
538,NASA,Orbital,1996-11-27,3628,Crewed,Deep Space,Success
539,SpaceX,Lunar,1987-05-12,667,Space Telescope,Asteroid Belt,Failure
540,Blue Origin,Orbital,2001-12-08,617,Space Telescope,Low Earth Orbit,Failure
541,ISRO,Deep Space,1968-03-12,1643,Crewed,Mars,Success
542,ESA,Deep Space,1958-07-28,2879,Satellite,Asteroid Belt,Partial Success
543,NASA,Deep Space,1980-08-12,1394,Rover,Mars,Failure
544,Roscosmos,Asteroid Mining,1957-11-18,1892,Crewed,Low Earth Orbit,Partial Success
545,Roscosmos,Space Tourism,1978-04-26,2053,Crewed,Moon,Success
546,Roscosmos,Deep Space,2015-03-14,543,Cargo,Low Earth Orbit,Failure
547,Blue Origin,Deep Space,1993-11-01,1638,Cargo,Asteroid Belt,Failure
548,Virgin Galactic,Space Tourism,2021-12-06,2746,Rover,Moon,Failure
549,CNSA,Mars,2013-12-17,2287,Space Telescope,Deep Space,Failure
550,ESA,Space Tourism,2012-06-18,2451,Space Telescope,Asteroid Belt,Success
551,ISRO,Lunar,1967-08-23,2826,Scientific Probe,Mars,Failure
552,Roscosmos,Satellite Deployment,1985-10-18,2901,Crewed,Asteroid Belt,Success
553,Roscosmos,Lunar,1972-11-03,1012,Cargo,Mars,Failure
554,CNSA,Space Tourism,2009-05-12,882,Space Telescope,Asteroid Belt,Partial Success
555,SpaceX,Space Tourism,1991-11-07,3952,Cargo,Mars,Failure
556,SpaceX,Satellite Deployment,2019-05-28,4232,Rover,Deep Space,Failure
557,CNSA,Deep Space,2005-03-28,631,Rover,Low Earth Orbit,Success
558,Virgin Galactic,Deep Space,1986-06-08,1472,Space Telescope,Deep Space,Failure
559,CNSA,Asteroid Mining,1998-10-07,1356,Crewed,Low Earth Orbit,Partial Success
560,Blue Origin,Asteroid Mining,1985-09-20,435,Crewed,Asteroid Belt,Success
561,Virgin Galactic,Lunar,2023-10-15,1054,Scientific Probe,Moon,Success
562,Roscosmos,Lunar,1981-04-22,4996,Space Telescope,Deep Space,Partial Success
563,SpaceX,Space Tourism,1983-05-09,1044,Space Telescope,Deep Space,Partial Success
564,CNSA,Satellite Deployment,2012-05-17,2750,Crewed,Deep Space,Partial Success
565,CNSA,Mars,2001-05-19,2068,Satellite,Low Earth Orbit,Partial Success
566,ISRO,Satellite Deployment,1958-06-27,2109,Space Telescope,Mars,Failure
567,SpaceX,Orbital,1983-10-14,3968,Scientific Probe,Moon,Failure
568,Roscosmos,Mars,1996-02-06,1613,Space Telescope,Deep Space,Partial Success
569,Virgin Galactic,Satellite Deployment,1965-02-21,384,Scientific Probe,Asteroid Belt,Partial Success
570,ISRO,Mars,2022-01-27,591,Satellite,Deep Space,Partial Success
571,NASA,Asteroid Mining,2001-04-25,349,Scientific Probe,Asteroid Belt,Partial Success
572,ISRO,Satellite Deployment,1973-02-06,3209,Space Telescope,Asteroid Belt,Partial Success
573,CNSA,Lunar,1961-07-18,4137,Satellite,Moon,Failure
574,Virgin Galactic,Asteroid Mining,2014-03-20,3482,Satellite,Low Earth Orbit,Failure
575,SpaceX,Asteroid Mining,2001-10-18,3035,Satellite,Moon,Failure
576,SpaceX,Satellite Deployment,2024-09-19,3351,Space Telescope,Low Earth Orbit,Partial Success
577,Roscosmos,Lunar,1990-05-24,3418,Scientific Probe,Asteroid Belt,Success
578,Roscosmos,Mars,2011-01-27,3025,Satellite,Moon,Partial Success
579,ESA,Lunar,1998-01-11,4151,Rover,Asteroid Belt,Failure
580,ISRO,Satellite Deployment,1966-08-14,3323,Space Telescope,Mars,Failure
581,CNSA,Mars,2009-07-28,1623,Space Telescope,Low Earth Orbit,Partial Success
582,ISRO,Mars,1957-09-26,2443,Rover,Moon,Failure
583,SpaceX,Mars,2022-02-20,308,Satellite,Mars,Success
584,CNSA,Mars,1998-10-22,4141,Satellite,Low Earth Orbit,Failure
585,Roscosmos,Deep Space,2010-02-22,3750,Rover,Moon,Partial Success
586,CNSA,Space Tourism,2006-12-18,3462,Satellite,Deep Space,Success
587,Roscosmos,Lunar,1965-11-22,3797,Cargo,Moon,Failure
588,NASA,Deep Space,2020-05-22,452,Crewed,Moon,Partial Success
589,Virgin Galactic,Deep Space,1964-06-24,1768,Cargo,Deep Space,Partial Success
590,Blue Origin,Orbital,2023-07-21,1477,Scientific Probe,Mars,Success
591,Virgin Galactic,Orbital,1987-06-28,3493,Satellite,Low Earth Orbit,Failure
592,CNSA,Deep Space,1969-03-11,4390,Crewed,Asteroid Belt,Partial Success
593,Blue Origin,Asteroid Mining,1993-08-21,3534,Space Telescope,Deep Space,Failure
594,Virgin Galactic,Orbital,1977-11-05,214,Scientific Probe,Moon,Failure
595,Roscosmos,Mars,1994-01-14,4074,Space Telescope,Deep Space,Partial Success
596,Blue Origin,Orbital,1987-12-28,1992,Scientific Probe,Low Earth Orbit,Partial Success
597,Blue Origin,Satellite Deployment,1987-08-25,193,Cargo,Deep Space,Partial Success
598,NASA,Deep Space,1989-12-06,567,Scientific Probe,Mars,Partial Success
599,Roscosmos,Lunar,1990-06-12,3193,Satellite,Low Earth Orbit,Partial Success
600,Blue Origin,Lunar,1996-08-14,3356,Cargo,Moon,Failure
601,Virgin Galactic,Lunar,1961-12-23,804,Cargo,Mars,Success
602,Roscosmos,Lunar,2010-10-24,3565,Scientific Probe,Asteroid Belt,Failure
603,ESA,Asteroid Mining,2020-01-14,388,Scientific Probe,Deep Space,Success
604,Roscosmos,Mars,1993-03-09,1850,Rover,Moon,Failure
605,CNSA,Lunar,2004-09-25,4779,Satellite,Mars,Success
606,Virgin Galactic,Mars,1983-03-05,1630,Satellite,Low Earth Orbit,Success
607,Roscosmos,Space Tourism,1964-12-14,1587,Scientific Probe,Low Earth Orbit,Partial Success
608,CNSA,Orbital,1971-12-17,661,Rover,Asteroid Belt,Failure
609,Roscosmos,Orbital,1989-05-08,927,Cargo,Deep Space,Failure
610,ESA,Deep Space,2007-05-27,1203,Satellite,Asteroid Belt,Partial Success
611,SpaceX,Lunar,2006-04-09,186,Scientific Probe,Asteroid Belt,Success
612,ISRO,Mars,2022-07-07,3543,Space Telescope,Asteroid Belt,Partial Success
613,SpaceX,Asteroid Mining,2007-07-28,3637,Scientific Probe,Low Earth Orbit,Failure
614,Virgin Galactic,Satellite Deployment,2010-10-20,4674,Space Telescope,Deep Space,Success
615,SpaceX,Mars,2000-05-04,1010,Satellite,Mars,Failure
616,ISRO,Lunar,2004-11-02,821,Space Telescope,Moon,Failure
617,SpaceX,Satellite Deployment,1959-10-18,2322,Satellite,Moon,Partial Success
618,ISRO,Space Tourism,2010-05-11,3874,Satellite,Asteroid Belt,Partial Success
619,CNSA,Lunar,2015-06-20,4918,Crewed,Low Earth Orbit,Partial Success
620,NASA,Mars,2013-08-05,2988,Scientific Probe,Moon,Failure
621,CNSA,Space Tourism,1993-11-28,2560,Satellite,Deep Space,Failure
622,Virgin Galactic,Asteroid Mining,1957-04-23,4373,Satellite,Moon,Success
623,SpaceX,Satellite Deployment,1986-05-07,470,Cargo,Asteroid Belt,Success
624,SpaceX,Deep Space,2019-04-22,2088,Cargo,Moon,Partial Success
625,ISRO,Deep Space,2000-11-25,922,Scientific Probe,Deep Space,Failure
626,Virgin Galactic,Asteroid Mining,1993-05-19,2290,Scientific Probe,Low Earth Orbit,Success
627,Roscosmos,Orbital,1972-11-16,2639,Scientific Probe,Moon,Partial Success
628,Blue Origin,Satellite Deployment,1999-06-11,1581,Cargo,Asteroid Belt,Partial Success
629,SpaceX,Lunar,2005-05-06,4501,Satellite,Mars,Partial Success
630,Virgin Galactic,Lunar,1958-11-02,4036,Scientific Probe,Deep Space,Failure
631,ISRO,Orbital,2003-11-05,3288,Cargo,Deep Space,Partial Success
632,Virgin Galactic,Lunar,2006-08-03,4185,Space Telescope,Mars,Partial Success
633,ESA,Deep Space,1983-08-23,302,Scientific Probe,Moon,Partial Success
634,Blue Origin,Mars,2020-03-16,3081,Rover,Asteroid Belt,Partial Success
635,Roscosmos,Asteroid Mining,1989-02-19,1506,Rover,Low Earth Orbit,Failure
